coreid,mofid-v1,mofid-v2,quaternary ,binary,year
2012[Hf][reo]3[ASR]1,[O-]C(=O)c1sc2c(c1)sc1c2sc(c1)C(=O)[O-].[O]12[Hf]34[O]5[Hf]62[O]2[Hf]71[O]4[Hf]14[O]3[Hf]35[O]6[Hf]2([O]71)[O]43,[C8Hf6O24_Type-2].[O-1][C][=Branch1][C][=O][C][S][C][=C][Branch1][Ring2][C][=Ring1][Branch1][S][C][=C][Ring1][=Branch1][S][C][=Branch1][Ring2][=C][Ring1][Branch1][C][=Branch1][C][=O][O-1],1,0,2012
2009[Mn][nan]3[ASR]2,[Mn].[O-]C(=O)c1cc(NCc2ccncc2)cc(c1)C(=O)[O-],[C4Mn2O8_Type-3].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][O][N][C][C][=C][C][=N][C][=C][Ring1][=Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=C][C][=Branch1][C][=O][O-1],1,0,2009
2020[Al][nan]3[ASR]2,[Al].[O-]C(=O)c1ccc(cc1)Oc1cc(cc(c1)Oc1ccc(cc1)C(=O)[O-])Oc1ccc(cc1)C(=O)[O-].[OH],[Al1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][C][=Branch2][Ring1][Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1].[OH1],2,1,2020
2017[Zn][nan]3[ASR]2,[O-]C(=O)c1ccc(cc1)n1nnc(c1)c1cc(cc(c1)c1nnn(c1)c1ccc(cc1)C(=O)[O-])c1nnn(c1)c1ccc(cc1)C(=O)[O-].[Zn].[Zn]O[Zn],[C12O25Zn6_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][=N][C][=Branch1][Ring2][=C][Ring1][Branch1][C][=C][C][=Branch2][Ring1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],2,1,2017
2003[V][fsc]3[ASR]1,O=C1C(=O)C(=O)C1=O.[V]1[OH][V][OH]1,[H2O2V2_Type-1].[O][=C][C][=Branch1][C][=O][C][=Branch1][C][=O][C][Ring1][=Branch1][=O],1,0,2003
2009[Cd][nuc]3[ASR]6,Nn1c(nnc1c1cccc(c1)c1ccncc1)c1cccc(c1)c1ccncc1.[Cd],[Cd1_Type-1].[N][N][C][=Branch2][Ring1][Branch2][=N][N][=C][Ring1][Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2009
2010[Tb][nan]3[ASR]1,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Tb],[Tb1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],3,1,2010
2016[Ti][srs]3[ASR]1,[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-].[Ti],[C3O6Ti1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2016
2011[Zn][nan]3[ASR]12,[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][OH]([Zn])[Zn],[C6H1O13Zn3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2011
2011[Cu][rtl]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)c1ccncc1)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][S][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2011
2015[Fe][acs]3[ASR]1,[Fe][O]([Fe])[Fe].[O-]C(=O)c1ccc(cc1)C(=O)[O-],[C6Fe3O13_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2015
2016[Cu][nbo]3[ASR]31,CCOc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[C][C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
2012[Fe][nan]3[ASR]2,[O-]C(=O)C1=CC(=O)C(=CC1=O)C(=O)[O-].[O][OH][Fe],[Fe3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][C][=O][C][=Branch1][=Branch1][=C][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][O-1],2,1,2012
2024[Fe][bpq]3[ASR]1,O=C1c2ccc3c4c2c(C(=O)N1n1cnnc1)ccc4C(=O)N(C3=O)n1cnnc1.[Fe].[O],[Fe1_Type-1].[O][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][#C][C][=Branch1][C][=O][N][Ring1][O][N][C][=N][N][=C][Ring1][Branch1][=C][C][=C][Ring1][=C][C][=Branch1][C][=O][N][Branch1][=Branch1][C][Ring2][Ring1][Ring1][=O][N][C][=N][N][=C][Ring1][Branch1].[OH0],2,1,2024
2016[Tb][fcu]3[ASR]2,[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[OH]12[Tb]34[OH]5[Tb]62[OH]2[Tb]71[OH]4[Tb]14[OH]3[Tb]35[OH]6[Tb]2([OH]71)[OH]43,[C12H8O32Tb6_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
2013[Yb][nia]3[ASR]1,[O-]C(=O)c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-])c1cc(cc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Yb][O]([Yb])[Yb],[C6O13Yb3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch2][Branch1][Ring1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],3,1,2013
2016[Cu][nbo]3[ASR]9,COc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[C][O][C][=C][Branch2][=Branch1][Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
2013[Cu][nbo]3[ASR]2,[Cu].[O-]C(=O)CN=Cc1ccccc1[O],[Cu2_Type-1].[O-1][C][=Branch1][C][=O][C][N][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][OH0],0,0,2013
0000[Mn][ant]3[ASR]1,[Mn].[O-]C(=O)c1cccc(c1)c1ccncc1,[Mn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,0
2007[Cd][dia]3[ASR]5,Fc1c(Cc2ccncc2)c(F)c(c(c1F)Cc1ccncc1)F.[Cd],[Cd1_Type-1].[F][C][=C][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][=C][Branch1][P][C][=Branch1][Branch1][=C][Ring1][=C][F][C][C][=C][C][=N][C][=C][Ring1][=Branch1][F],1,0,2007
2012[Zn][pcu]3[ASR]4,[O-]C(=O)c1ccc(cc1)C#Cc1ccc(cc1)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],[C5Fe3O11_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring2][S][Ring1][Branch1][C][=Branch1][C][=O][O-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2012
2015[Cu][nan]3[ASR]20,[Cu].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Cu3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2015
2011[Cu][nts]3[ASR]1,[Cu][Cu].[O-]C(=O)c1cc(C#Cc2c(N)c(C#Cc3cc(cc(c3)C(=O)[O-])C(=O)[O-])c(c(c2N)C#Cc2cc(cc(c2)C(=O)[O-])C(=O)[O-])N)cc(c1)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][=Branch1][=Branch2][C][#C][C][=C][Branch1][C][N][C][Branch2][Ring1][=Branch2][C][#C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][P][C][=Branch1][=Branch1][=C][Ring2][Ring1][Branch1][N][C][#C][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][N][=C][C][=Branch1][Branch1][=C][Ring2][Ring2][=N][C][=Branch1][C][=O][O-1],1,0,2011
2013[Cu][pto]3[ASR]1,[Cu][Cu].[O-]C(=O)c1ccc2c(c1)ccc(c2)c1cc(cc(c1)c1ccc2c(c1)ccc(c2)C(=O)[O-])c1ccc2c(c1)ccc(c2)C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][C][=Branch2][Ring1][#C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],1,0,2013
2007[Fe][dia]3[ASR]10,[Fe].[O-]C=O,[Fe1_Type-1].[Fe4_Type-1].[O-1][C][=O],1,0,2007
2016[Cu][nbo]3[ASR]30,CCOc1c(cc(cc1c1ccc(cc1)C(=O)[O-])c1cc(c2ccc(cc2)C(=O)[O-])c(c(c1)c1ccc(cc1)C(=O)[O-])OCC)c1ccc(cc1)C(=O)[O-].[Cu][Cu],[C4Cu2O8_Type-1].[C][C][O][C][=C][Branch2][=Branch1][=Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch2][Ring1][=Branch1][C][=Branch1][Ring2][=C][Ring1][#C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2016
2015[Zn][pts]3[ASR]1,[O]Cc1nccc(c1)C(=O)[O-].[Zn],[C2O4Zn2_Type-1].[OH0][C][C][=N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2015
2019[Cd][nan]3[ASR]13,[Cd].[O-]C(=O)c1cc(cc(c1)c1ccc(cc1)C1=NN=N[N]1)C(=O)[O-].[OH],[Cd1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch2][Ring1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][N][=N][NH0][Ring1][Branch1][C][=Branch1][C][=O][O-1].[OH1],3,1,2019
2016[In][bpq]3[ASR]1,[In].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-].[OH],[In1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][Branch1][C][F][C][Branch1][C][F][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][Branch2][F][F][C][=Branch1][C][=O][O-1].[OH1],1,0,2016
2023[Ga][pts]3[ASR]1,[Ga].[O-]C(=O)c1ccc(cc1)c1cc(cc(n1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)c1cc(nc(c1)c1ccc(cc1)C(=O)[O-])c1ccc(cc1)C(=O)[O-],[C4Ga1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2023
2021[Ni][nan]3[ASR]3,[Ni].[O-]C(=O)c1cc([O])c(cc1[O])C(=O)[O-],[Ni3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][C][OH0][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][OH0][C][=Branch1][C][=O][O-1],1,0,2021
2019[Cu][nan]3[ASR]4,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1C(=O)c2ccc3c4c2c(C1=O)ccc4C(=O)N(C3=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch1][C][Ring1][O][=O][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][N][Branch1][Branch1][C][Ring1][=N][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2019
2007[Mg][dia]3[ASR]1,[Mg].[O-]C=O,[Mg1_Type-1].[Mg4_Type-1].[O-1][C][=O],1,0,2007
2007[In][ctn]3[ASR]1,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2007
2012[Cu][dia]3[ASR]1,[Cu].[O-]C(=O)c1ccc(cc1)N1[N]C=N[CH]1.[O-]C(=O)c1ccc(cc1)n1ncnc1,[C2Cu1O4_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][NH0][C][=N][CH1][Ring1][Branch1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N][=C][N][=C][Ring1][Branch1],1,0,2012
2017[Cd][sql]2[ASR]11,[Cd].n1ccc(cc1)C=Cc1ccncc1,[Cd1_Type-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2017
2016[Cu][apo]3[ASR]3,CCc1nnc(n1c1cc(cc(c1)C(=O)[O-])C(=O)[O-])C.[Cu][Cu],[C4Cu2O8_Type-1].[C][C][C][=N][N][=C][Branch2][Ring1][#Branch2][N][Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C],1,0,2016
2020[Cu][tbo]3[ASR]6,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2020
2022[Zn][pcu]3[ASR]2,[O-]C(=O)c1cccc(c1)C(=O)[O-].[Zn][OH]1[Zn][OH]([Zn]21[OH]([Zn])[Zn][OH]2[Zn])[Zn],[C12H4O28Zn7_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,2022
2012[Zn][pcu]3[ASR]6,[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-].[Zn][O]([Zn])([Zn])[Zn],[C2O4Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][N][=N][NH0][Ring1][Branch1],2,1,2012
0000[Ni][dia]3[ASR]1,O=Cc1cc(ccc1c1ccncc1)C(=O)[O-].[Ni],[C2Ni1O4_Type-1].[O][=C][C][=C][C][=Branch1][=C][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1],1,0,0
2022[Zn][nan]3[ASR]11,O[Zn].[O-]C(=O)c1cc(Oc2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-].[Zn],[C4H1O9Zn2_Type-1].[C4H2O10Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch2][Ring1][Branch2][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O-1],2,1,2022
2008[Cu][tbo]3[ASR]13,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2008
2008[Cu][tbo]3[ASR]9,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2008
2015[Cu][nts]3[ASR]1,O[Cu][Cu]O.[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])N1[N][N]C(=C1)c1cc(cc(c1)c1nnn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-])c1nnn(c1)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2H2O10_Type-1].[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][N][NH0][NH0][C][=Branch1][Ring2][=C][Ring1][Branch1][C][=C][C][=Branch2][Ring2][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1][C][N][=N][N][Branch1][Ring2][C][=Ring1][Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2,1,2015
2012[Cu][unc]3[ASR]5,O(CCC1=NN=N[N]1)CCC1=N[N]N=N1.[Cu],[Cu1_Type-1].[O][Branch1][#Branch2][C][C][C][=N][N][=N][NH0][Ring1][Branch1][C][C][C][=N][NH0][N][=N][Ring1][Branch1],1,0,2012
2019[Cu][tbo]3[ASR]2,[Cu][Cu].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Cu2O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2019
2015[Zn][qtz]3[ASR]2,[O-]C(=O)c1ccncc1.[Zn],[C2O4Zn1_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1],1,0,2015
2008[Co][dia]3[ASR]1,[Co].[O-]C=O,[Co1_Type-1].[O-1][C][=O],1,0,2008
2009[In][ctn]3[ASR]3,[In].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4In1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2009
2007[Co][lvt]3[ASR]1,[Co].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],[C4Co1O8_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#Branch2][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],3,1,2007
2022[Zn][nan]3[ASR]5,[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-].[Zn],[C6O12Zn2_Type-1].[O-1][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Branch1][#Branch2][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],1,0,2022
2007[Fe][tbo]3[ASR]1,[Fe][Fe].[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-],[C4Fe2O8_Type-2].[O-1][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O-1][C][=Branch1][C][=O][O-1],2,1,2007
2006[Sc][acs]3[ASR]1,[O-]C(=O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[Sc][O]([Sc])[Sc],[C6O13Sc3_Type-1].[O-1][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][Branch1][C][O][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][Branch2][O][O][C][=Branch1][C][=O][O-1],3,1,2006
2023[Cd][eta]3[ASR]2,Br[Cd].CCC1=N[C](C(=N1)C)C=NC1CCCCC1N=C[C]1N=C(N=C1C)CC,[Br1Cd1_Type-1].[C][C][C][=N][CH0][Branch1][Branch2][C][=Branch1][Ring2][=N][Ring1][Branch1][C][C][=N][C][C][C][C][C][C][Ring1][=Branch1][N][=C][CH0][N][=C][Branch1][=Branch1][N][=C][Ring1][Branch1][C][C][C],1,0,2023
2020[Ag][nbo]3[ASR]2,[Ag][Ag].n1ccc(cc1)CN(Cc1ccncc1)Cc1ccc2c(c1)cccc2,[Ag2_Type-1].[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][Branch1][#Branch2][C][C][=C][C][=N][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][#Branch1],1,0,2020
